,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197908,   6.88,   4.69,   7.89,  12.20,   9.64,   5.80,   7.54,   7.34,   1.53,   6.49
197909,  -1.78,  -1.71,  -1.16,   6.46,  -0.58,   1.24,  -0.13,   1.25,  -2.00,  -0.49
197910,  -9.86, -10.11, -10.54,  -7.14,  -9.37,  -9.55,  -9.56,  -9.40,  -7.41, -10.36
197911,   4.27,   0.72,   5.13,  17.37,  11.03,   8.50,   3.74,   9.50,   5.92,   5.73
197912,   3.85,   2.53,   7.21,  16.04,   9.86,   8.27,   5.09,   7.03,  -1.43,   5.91
198001,   7.49,  11.47,  11.75,  19.06,  14.73,   3.53,   5.62,   8.14,   0.55,   9.66
198002,  -1.64,  -2.03,  -2.86,   8.25,  -0.57,  -3.75,  -1.62,  -3.53,  -5.11,  -0.84
198003, -14.65, -17.91, -16.88, -24.90, -19.73, -11.83, -15.41, -13.75,  -7.43, -16.36
198004,   3.99,   1.35,   3.20,   7.21,   5.45,   6.39,   3.40,   6.14,  12.14,   5.66
198005,   6.46,   8.09,   5.77,   5.74,   6.63,   8.06,   8.28,  10.57,   3.92,   7.36
198006,   3.47,   2.72,   3.26,   6.58,   3.11,   2.72,   3.58,   1.82,   4.24,   4.69
198007,   7.55,   8.20,  10.04,   6.51,  17.64,   5.73,   8.66,  13.07,   0.00,   8.29
198008,   5.46,   7.09,   5.85,   8.90,  13.05,   8.67,   5.81,   8.49,  -2.29,   5.30
198009,   3.12,   6.42,   4.54,  11.79,   6.63,   1.74,   2.99,   6.50,  -0.56,   4.42
198010,   1.58,   0.70,   2.91,  11.39,   7.57,   2.90,   2.11,   6.31,   0.43,   4.58
198011,   0.81,   3.18,   5.85,  26.14,  10.81,   5.63,   2.89,   7.53,   1.36,   6.00
198012,  -3.49,  -4.40,  -4.12,  -7.24,  -4.00,  -2.60,  -2.80,  -2.26,  -0.47,  -2.94
198101,   3.66,   1.95,   0.20,  -6.48,  -3.35,   4.94,   2.64,   2.86,  -0.29,   0.96
198102,   1.14,   2.46,   0.74,  -2.82,  -2.54,   0.88,   1.00,  -2.05,  -1.30,   1.07
198103,   6.81,   7.35,   8.71,   0.01,   8.12,   7.99,   8.30,  11.77,   1.92,   6.99
198104,   3.94,   5.15,   2.44,  -7.60,   6.19,   3.11,   5.15,   7.07,  -2.37,   2.81
198105,   2.78,   2.79,   2.07,   1.79,   7.52,   6.07,   2.02,   3.52,   0.94,   1.51
198106,   1.60,   0.57,  -0.81,  -7.33,  -5.60,  -2.08,   1.55,  -2.22,   2.53,  -0.17
198107,  -1.63,  -1.55,  -2.64,   4.68,  -5.73,  -1.62,  -3.31,  -4.28,   0.65,  -2.24
198108,  -6.10,  -9.14,  -8.39,  -8.50, -12.37,  -9.32,  -6.58, -11.14,  -1.43,  -6.72
198109,  -6.05,  -8.75,  -9.25, -17.44, -10.16,  -5.67,  -6.46,  -7.81,  -5.02,  -8.87
198110,   5.56,   6.86,   5.50,   8.85,  10.55,   8.71,   5.77,   9.23,   3.92,   6.87
198111,   2.06,   1.65,   1.58,  -1.57,   1.59,   6.66,  -0.17,   1.19,   6.03,   2.20
198112,  -0.93,  -2.33,  -1.54,  -6.27,  -1.84,  -1.36,  -1.16,  -1.71,  -3.27,  -2.52
198201,  -0.13,  -0.08,  -1.73,  -7.41,  -0.86,  -3.62,  -1.14,  -0.82,   0.00,  -2.32
198202,  -2.24,  -3.18,  -4.38, -15.86,  -5.97,  -4.23,  -2.64,  -3.32,  -0.91,  -4.38
198203,   0.46,   0.46,  -2.61,  -5.00,  -1.39,  -0.08,   1.18,  -0.18,   0.90,  -1.58
198204,   5.60,   5.82,   3.41,   1.44,   8.17,   7.85,   6.44,   9.75,   3.34,   5.27
198205,  -1.49,  -3.71,  -3.67,  -1.96,  -3.53,  -4.30,  -1.51,  -3.82,  -1.20,  -2.69
198206,  -0.82,  -0.55,  -3.41, -10.54,  -5.07,  -3.05,  -1.01,  -3.15,  -2.25,  -3.56
198207,  -0.11,   0.62,  -1.29, -10.86,  -1.41,  -1.31,   1.22,   0.49,  -2.75,  -1.60
198208,   3.86,   3.37,   6.74,   4.56,   5.85,   6.27,   5.28,   5.95,   8.31,   6.71
198209,   6.75,   1.39,   1.69,  -6.08,   4.94,   4.66,   4.53,   5.47,   1.26,   3.95
198210,  11.02,  15.24,  11.55,   8.25,  18.32,  12.79,  13.37,  15.42,   5.44,  13.38
198211,   9.60,  11.67,   9.24,  -5.94,  14.25,  13.76,  10.99,  14.76,   0.91,  10.25
198212,   1.53,   0.59,   2.66,  -1.58,   4.26,  -0.44,   2.38,   4.02,   2.00,   1.59
198301,   6.90,  12.07,   9.71,  16.31,  16.02,  17.25,   8.25,  12.26,   3.36,  10.37
198302,   7.22,   8.37,   6.16,  -6.07,   9.04,   2.31,   8.39,   8.30,   1.42,   4.75
198303,   6.92,   4.93,   3.83,   2.67,   2.48,   3.64,   8.71,   6.03,   0.01,   6.22
198304,   7.45,   9.30,   6.23,   8.43,   6.79,   4.47,   9.63,   8.59,   3.72,   9.12
198305,   5.89,   8.74,   8.07,  16.60,  12.20,   8.44,   8.70,   7.98,   3.06,   8.43
198306,   5.58,   7.24,   4.15,   4.67,   6.19,   2.86,   7.17,   5.67,  -0.79,   3.83
198307,  -0.64,  -2.67,  -1.37,   1.43,  -6.11,  -5.65,  -1.52,  -7.14,   1.17,  -1.40
198308,  -2.67,  -6.72,  -3.35,  -1.87,  -5.42,  -5.81,  -4.62,  -4.55,   1.09,  -2.47
198309,   1.88,   0.52,   0.99,  -3.32,  -1.50,  -1.46,   1.34,  -2.49,   3.19,   0.33
198310,  -3.91,  -5.23,  -5.19,  -6.64, -11.00,  -8.03,  -5.06, -10.92,   1.32,  -4.72
198311,   3.64,   5.46,   4.72,  -4.20,   5.10,   2.91,   3.06,   0.58,  -0.32,   2.51
198312,  -1.45,  -1.36,  -0.51,  -3.83,  -4.30,  -1.47,  -3.13,  -5.97,  -3.08,  -1.67
198401,   0.97,  -1.69,   0.50,   6.17,  -2.22,   0.00,  -2.55,  -1.90,   1.64,   0.61
198402,  -4.72,  -5.98,  -6.61,  -2.16,  -9.52,  -7.99,  -6.11,  -5.86,  -2.83,  -4.77
198403,   1.36,   1.57,   1.95,   1.52,  -0.45,  -2.31,   0.45,   0.26,  -0.72,   0.15
198404,  -1.06,  -2.09,  -0.55,  -2.37,  -2.85,  -1.65,  -2.56,  -1.10,  -1.73,  -2.80
198405,  -3.31,  -6.58,  -5.61,  -4.17,  -6.59,  -4.42,  -3.96,  -7.47,  -0.02,  -5.53
198406,   2.03,   3.07,   1.82,  -3.78,   2.41,   2.94,   3.22,   2.72,   0.17,   0.69
198407,  -3.79,  -5.15,  -3.70, -10.19,  -7.75,  -3.10,  -3.06,  -5.43,  -1.09,  -3.85
198408,   6.68,   9.21,   9.91,   5.86,  11.64,   6.82,   9.53,  13.39,   5.83,   6.98
198409,   0.77,  -0.66,  -0.30,  -0.84,  -3.40,  -0.52,  -0.25,  -2.73,   3.58,   1.29
198410,  -1.09,  -2.76,  -1.79,  -9.97,  -4.30,  -2.55,  -2.90,  -2.09,   2.54,  -0.79
198411,  -1.41,  -3.05,  -3.18,  -5.62,  -5.69,  -2.79,  -4.03,  -5.21,   2.05,  -2.58
198412,   1.34,   2.26,   0.42,  -1.59,   0.05,   5.12,  -0.67,   0.02,   1.42,   0.91
198501,   8.79,  13.67,  12.37,   4.01,  18.09,  15.47,  11.94,  17.33,   3.85,  11.92
198502,   3.98,   2.22,   3.22,   6.89,   5.71,   7.40,   4.98,   7.92,   0.45,   4.30
198503,  -0.05,  -3.54,  -2.69,  -0.25,  -4.61,   4.51,  -1.16,  -2.14,   4.85,   0.45
198504,  -1.39,  -2.71,  -2.18,  -1.71,  -4.43,  -1.47,  -1.32,   0.61,   1.77,   0.15
198505,   3.98,  -0.23,   2.24,  -2.88,   0.79,   3.94,   3.17,   2.72,   4.44,   3.00
198506,   1.99,   0.10,  -0.76,  -4.55,  -2.54,   2.87,   0.70,   1.76,   3.15,   2.04
198507,   0.96,   0.86,   3.55,  -0.54,   2.98,   1.73,   0.86,   0.83,  -3.26,   2.26
198508,   1.79,  -1.41,  -1.55,  -1.21,  -2.06,   0.70,  -1.99,  -1.71,   1.07,   0.89
198509,  -3.48,  -4.51,  -5.16,  -6.91,  -8.35,  -7.13,  -5.15,  -7.12,  -4.16,  -5.49
198510,   3.56,   2.18,   1.59,  -1.23,   0.80,  -0.03,   0.68,   2.28,   4.21,   2.79
198511,   5.50,   5.11,   5.12,   3.12,   5.25,   5.32,   6.09,   5.63,   3.60,   5.71
198512,   4.38,   2.61,   4.16,  -9.02,   3.80,   0.34,   3.62,   4.20,   3.49,   3.52
198601,   3.88,   4.16,   2.56,  -0.38,   4.13,   2.05,   3.77,   5.29,   3.51,   6.26
198602,   6.62,  10.07,   7.25,  -7.44,   5.53,   5.59,   7.10,   3.60,   5.38,   8.25
198603,   6.52,   6.91,   5.85,  -1.21,   2.74,   7.52,   5.66,   9.53,   3.64,   4.57
198604,   1.43,   2.50,   0.42,  -1.64,   2.92,   0.99,   2.30,   0.84,  -0.95,   1.52
198605,   4.93,   1.60,   2.75,   5.08,   2.80,   4.73,   5.93,   4.87,   2.75,   3.39
198606,   3.12,  -0.48,  -0.04,   0.06,  -2.70,   1.34,   3.14,   2.31,   4.42,   1.25
198607,  -5.64,  -9.44,  -8.26,  -9.97, -10.23,  -4.41,  -9.28,  -8.62,   2.77,  -6.42
198608,   2.17,  -1.03,   1.25,   8.15,   1.14,  -1.70,  -0.28,   0.17,   6.08,   2.02
198609,  -6.28,  -6.27,  -4.52,  -3.97,  -7.79,  -7.05,  -7.29,  -9.22,  -7.49,  -6.23
198610,   3.56,   3.59,   1.99,  -0.95,   2.89,   4.99,   3.42,   3.57,   4.65,   1.76
198611,   0.65,   0.80,  -0.77,  -2.98,   0.30,  -1.67,  -0.18,  -1.48,  -0.26,  -1.90
198612,  -3.48,  -3.13,  -3.06,  -2.90,  -4.33,  -3.50,  -5.14,  -5.24,  -3.36,  -3.59
198701,   9.34,  10.87,  12.76,  20.21,  14.30,  13.01,   8.32,  12.11,   7.60,  10.64
198702,   6.86,   6.29,   7.97,   5.52,  10.65,   5.50,   7.45,  14.62,  -0.66,   5.72
198703,   4.03,   2.14,   4.09,  14.36,   0.74,   6.71,   1.85,   3.12,  -0.62,   2.50
198704,  -3.49,  -1.07,  -1.95,   3.13,  -0.57,  -2.70,  -3.08,  -2.50,  -4.78,  -2.67
198705,  -0.77,   1.70,   1.29,   7.53,   0.45,   1.75,  -1.43,  -1.23,  -1.56,  -1.07
198706,   4.18,   2.76,   3.60,   3.27,   0.12,   5.86,   3.30,   2.03,   2.09,   2.15
198707,   2.65,   2.86,   4.78,  16.65,   1.44,   5.81,   3.87,  -0.30,  -0.84,   2.37
198708,   2.38,   2.65,   1.84,  -3.99,   1.92,   1.41,   1.66,  -0.10,   1.67,   2.12
198709,  -1.14,  -0.82,  -0.26,  -4.19,  -0.88,  -2.15,  -3.06,  -2.12,  -2.75,  -1.94
198710, -27.91, -31.67, -30.01, -26.01, -31.60, -25.11, -29.68, -32.78, -10.87, -24.96
198711,  -6.45,  -5.75,  -4.30,  -6.99,  -7.63,  -6.96,  -7.34,  -6.45,  -2.25,  -4.33
198712,   3.99,   6.27,   5.05,  -2.59,   5.12,  17.52,   1.51,   1.34,   0.57,   1.15
198801,   5.48,   6.69,   7.74,   7.20,   7.14,   5.16,   8.14,  12.44,   7.76,   8.21
198802,   8.36,   8.65,   7.66,   3.17,   6.83,   9.94,   9.13,   7.54,   1.55,   4.66
198803,   3.65,   4.83,   4.90,   5.88,   3.59,   2.31,   4.30,   6.12,  -1.27,   1.98
198804,   1.90,   1.71,   2.39,   3.39,   1.71,   2.82,   1.69,   1.38,  -0.10,  -0.03
198805,  -1.16,  -1.49,  -1.47,  -1.29,  -3.43,  -3.65,  -1.13,  -2.32,   1.18,  -1.74
198806,   3.68,   6.31,   6.19,  -0.06,   6.23,   8.83,   5.14,   4.72,   3.15,   4.38
198807,  -0.25,   0.33,  -0.53,   1.22,  -1.57,   2.01,   0.44,  -0.12,  -0.45,   0.41
198808,  -2.24,  -2.80,  -3.36,  -2.31,  -3.49,  -4.06,  -1.93,  -1.64,  -0.93,  -1.87
198809,   2.67,   2.55,   2.76,  -4.27,   1.86,   3.72,   4.11,   2.09,   2.08,   1.25
198810,   0.48,  -1.79,  -1.37,  -3.00,  -2.95,  -0.54,  -1.24,  -3.98,   1.34,  -1.02
198811,  -4.71,  -5.81,  -3.82,  -3.61,  -5.29,  -2.52,  -4.08,  -6.74,  -0.93,  -3.57
198812,   3.08,   0.96,   3.36,   1.07,   3.73,   4.86,   1.52,   2.83,   0.77,   0.47
198901,   5.16,   7.17,   6.06,   8.63,   7.34,  10.78,   5.30,   6.31,   2.56,   5.94
198902,   0.80,   0.55,   0.87,   0.00,  -1.31,   1.18,   0.35,  -1.05,  -1.57,   1.04
198903,   4.23,   1.08,   1.85,   5.51,   0.81,   4.54,   1.98,   1.92,  -0.39,   0.62
198904,   4.57,   1.02,   3.84,   3.29,   3.13,   8.70,   4.09,   4.54,   2.41,   2.13
198905,   3.32,   2.33,   2.22,   1.30,   2.63,   6.38,   3.58,   5.22,   4.02,   2.15
198906,  -0.40,  -3.06,  -1.89,  -2.26,  -2.15,  -0.35,  -2.42,  -5.15,   2.00,  -0.18
198907,   5.48,   5.94,   2.69,   4.17,   0.54,   4.17,   1.96,   4.56,   4.27,   2.83
198908,   0.49,   0.70,   2.32,   2.93,   1.56,   3.61,   1.84,   1.85,  -0.23,   2.27
198909,  -1.23,  -0.21,  -0.12,   1.81,   0.40,   0.90,  -0.86,   2.81,  -0.12,  -0.02
198910,  -6.64,  -7.50,  -6.11,  -3.23,  -4.11,  -6.57,  -6.78,  -4.64,  -0.60,  -5.44
198911,  -0.44,  -3.31,  -1.52,   3.35,  -2.67,  -0.08,  -2.21,   0.69,   2.33,  -1.41
198912,  -1.76,  -1.29,  -1.11,   5.34,  -1.50,   0.24,  -0.60,  -1.94,   3.95,  -4.12
199001,  -5.98,  -6.19,  -5.17,  -0.90,  -5.15, -10.25,  -5.51,  -5.95,  -5.32,  -5.36
199002,   1.11,  -0.03,   2.67,   4.94,   3.52,   0.91,   2.55,   1.55,   0.46,   0.78
199003,   2.46,   2.49,   4.35,   5.00,   4.20,   1.00,   4.29,   4.45,  -0.58,  -0.37
199004,  -1.78,  -2.97,  -1.79,  -4.69,  -2.03,  -3.08,  -2.77,  -0.88,  -5.05,  -3.62
199005,   3.13,   1.92,   4.99,   4.16,   7.56,   8.69,   5.46,   8.10,   3.08,   2.09
199006,   0.48,   0.41,  -0.49,   0.54,   1.16,   0.48,   0.56,   4.65,  -0.11,  -0.98
199007,  -4.46,  -5.30,  -2.27,   4.10,  -5.19,  -6.54,  -4.21,  -0.53,  -0.06,  -3.82
199008, -11.81, -16.34, -12.57,   3.18, -14.43, -16.17, -14.34, -10.38,  -5.78, -11.57
199009,  -8.68, -11.05,  -7.78,   0.47,  -9.77,  -8.67, -10.64,  -8.29,   0.32,  -9.02
199010,  -5.41,  -7.56,  -6.47, -10.53,  -4.58,  -7.70,  -7.44,  -4.08,   1.89,  -7.43
199011,   3.13,   2.80,   3.39,  -1.42,   4.07,   6.48,   4.70,   6.74,   2.88,   3.41
199012,   1.15,  -2.51,   0.34,  -6.92,  -0.64,   2.72,  -0.80,   3.48,   0.28,  -1.06
199101,   8.82,   7.96,   8.69,  -1.50,  15.93,   5.57,  10.40,  13.56,  -0.90,   7.17
199102,  10.31,  13.61,  11.49,  10.07,  14.00,  13.25,  13.36,  21.33,   4.87,  14.89
199103,   5.84,   9.40,   5.84,   1.19,  11.61,   6.71,  10.05,  15.80,   1.50,   7.01
199104,   1.99,   1.55,   2.02,   2.19,   5.14,   9.96,   2.67,   4.22,  -0.15,   2.89
199105,   2.36,   6.42,   3.80,  -0.38,   1.72,  -4.20,   4.91,   6.11,   1.40,   2.57
199106,  -2.96,  -2.98,  -3.48,  -4.39,  -5.82,  -6.22,  -1.85,  -4.36,  -3.29,  -3.16
199107,   2.36,  -0.07,   2.87,   9.02,   3.77,   1.44,   2.76,   7.78,   2.58,   2.85
199108,   3.74,   1.03,   1.87,   2.40,   4.28,   1.28,   3.06,   6.26,   2.85,   2.43
199109,  -1.01,   4.03,  -0.56,  -0.73,   1.53,   4.16,   0.54,   7.53,   2.35,  -0.89
199110,   1.85,   2.86,   2.58,   1.07,   3.02,   6.42,   0.16,  10.52,   0.65,   1.22
199111,  -1.76,  -2.21,  -2.24,  -4.24,  -3.76,  -5.23,  -4.04,  -0.45,   0.79,  -2.72
199112,   4.14,   1.76,   3.96,  -6.19,   3.77,   2.11,   3.64,  10.87,   3.01,   3.49
199201,  12.05,  17.21,  13.26,   6.94,  21.15,   6.21,  13.02,  24.79,  -2.12,  18.29
199202,   6.05,  10.90,   5.38,   2.52,   8.38,   1.25,   6.43,  -1.09,  -0.58,   6.84
199203,  -1.10,  -0.85,   0.74,  -3.97,  -1.98,  -1.82,   0.46,  -7.14,  -1.04,  -0.31
199204,  -3.33,  -3.25,  -2.76,  -0.17,  -5.46,  -2.26,  -5.40, -11.48,   0.62,  -1.19
199205,  -1.19,  -1.15,   0.27,   3.37,  -1.38,  -1.46,  -1.36,  -1.31,   2.30,   2.18
199206,  -5.27,  -2.62,  -4.41,  -5.74,  -7.49,  -1.42,  -4.53,  -6.19,  -0.20,  -2.32
199207,   1.72,   0.41,   0.83,   5.00,   1.36,   2.58,   2.81,   3.68,   6.47,   3.60
199208,  -2.66,  -3.64,  -4.57,   2.19,  -4.39,  -3.93,  -1.42,  -3.94,   0.87,  -2.34
199209,   1.02,  -0.89,   0.92,   6.63,   1.82,   1.87,   2.40,  -1.52,   0.48,   1.38
199210,   0.70,   2.93,   1.15,   0.12,   3.85,   2.82,   4.59,   3.85,  -0.67,   1.21
199211,   7.42,   8.18,   7.23,  -0.79,  10.76,   7.68,   9.09,  12.33,   0.04,   5.62
199212,   1.36,   6.71,   3.14,   0.42,   4.89,   3.92,   3.62,   0.95,   2.16,   5.12
199301,   5.01,  10.17,   6.49,   7.40,   7.21,   7.02,   5.86,   3.19,   2.21,   9.12
199302,  -1.25,  -1.71,   0.50,   7.06,  -2.82,   1.98,  -3.66, -12.83,   4.59,   0.66
199303,   3.15,   4.58,   2.00,   8.91,   0.84,   7.10,   3.11,  -0.08,   2.58,   3.63
199304,  -2.12,  -1.89,  -1.73,   3.19,  -3.63,  -2.07,  -3.13,  -4.09,   0.53,  -0.94
199305,   3.78,   5.48,   3.70,   5.50,   6.66,   7.82,   4.84,   6.33,   0.69,   1.80
199306,  -0.63,   0.67,   1.31,   0.57,   1.97,  11.72,   0.56,  -0.14,   2.40,   1.19
199307,  -0.27,   2.02,   1.22,   0.32,   0.48,   7.75,   0.52,  -2.59,   1.44,   3.02
199308,   2.27,   2.02,   5.02,   3.58,   5.88,  13.49,   3.06,   1.90,   3.07,   3.49
199309,   1.51,   2.21,   0.66,   1.52,   3.29,   7.82,   2.87,   4.37,  -0.17,   3.33
199310,   4.56,   3.93,   3.47,   1.03,   5.11,  12.02,   4.11,   6.89,  -1.60,   3.27
199311,  -1.08,  -0.05,  -0.90,  -9.66,  -1.18,  -9.32,  -1.17,  -4.47,  -5.99,  -2.82
199312,   0.02,   4.10,   3.14,  -2.63,   1.26,  -0.56,   0.45,  -0.77,   0.40,   1.35
199401,   1.36,   4.67,   6.40,   6.57,   5.98,   3.23,   2.51,   6.39,  -0.18,   5.21
199402,  -0.43,  -1.34,   1.05,   1.01,   0.58,  -2.55,  -0.11,  -2.90,  -3.81,  -1.50
199403,  -3.22,  -5.11,  -4.25,  -4.35,  -4.74,  -6.15,  -3.99,  -6.85,  -3.73,  -3.69
199404,  -0.71,  -1.74,  -0.36,   1.66,  -2.08,  -2.73,  -2.37,  -4.49,   1.43,  -0.74
199405,  -1.32,  -1.50,   0.46,   1.14,  -1.17,   0.00,  -2.60,  -0.25,  -4.25,   1.24
199406,  -2.56,  -3.72,  -2.39,   2.04,  -5.46,  -2.14,  -4.46,  -5.27,  -2.50,  -1.02
199407,   1.00,   0.97,   3.00,   0.92,   2.28,   4.14,   0.70,  -0.45,   2.46,   0.92
199408,   4.54,   3.17,   3.90,  -0.43,   6.16,   4.06,   4.05,   6.95,   0.34,   2.36
199409,  -0.05,  -0.56,   0.54,   3.33,   3.13,   2.63,   0.25,   1.10,  -2.57,  -0.35
199410,  -0.53,  -0.28,   0.14,   1.77,   4.95,  -1.91,  -0.08,  -1.52,  -0.36,  -1.82
199411,  -4.16,  -4.74,  -4.94,  -8.54,  -2.43,  -5.92,  -4.67,  -2.66,  -2.20,  -5.36
199412,  -2.20,  -2.54,   0.20,  -2.81,   1.31,  -1.88,  -4.88,  -4.16,   0.22,  -0.79
199501,   1.62,  -1.28,   1.20,  -1.35,   3.92,   3.21,   2.16,   7.26,   3.56,   3.96
199502,   3.03,   2.53,   2.96,   2.24,   4.71,   3.39,   1.72,   2.70,   2.00,   3.15
199503,  -0.10,  -1.34,   1.29,   3.64,   3.94,   2.44,   0.91,   3.17,  -1.38,   1.38
199504,   1.40,   1.30,   2.61,   1.67,   4.43,   1.34,   1.03,   2.12,   1.06,   2.18
199505,  -0.45,   0.01,   2.08,   2.40,   2.83,  -0.33,  -0.38,   3.93,   3.02,   2.09
199506,   2.24,   1.43,   4.04,  -0.46,  11.33,   6.22,   4.65,   9.82,   0.13,   4.11
199507,   4.46,   5.60,   5.49,   2.91,   9.96,   7.39,   4.39,   9.76,  -0.84,   4.78
199508,   2.82,  -1.04,   0.79,   3.27,   4.22,   5.17,   1.63,   7.86,   1.53,   4.35
199509,   2.50,   3.72,   0.89,   0.60,   4.45,   1.52,   0.89,   5.68,   4.13,   2.57
199510,  -5.27,  -5.58,  -5.89,  -5.62,  -5.63,  -5.82,  -7.08,  -6.38,   0.79,  -1.99
199511,  -0.20,   0.52,   1.07,   2.34,   2.59,   1.20,   0.88,   1.21,   1.96,   1.87
199512,  -0.48,  -1.86,  -0.28,   4.87,  -1.33,   0.96,  -2.79,   7.17,   3.32,   1.17
199601,   1.34,   2.80,   2.93,   2.70,   0.26,   0.08,   1.34,   9.67,   1.28,   3.11
199602,   3.15,   2.76,   2.81,   3.16,   6.88,   7.84,   3.99,   5.14,  -0.90,   2.24
199603,   2.67,   4.30,   2.14,   6.44,   0.43,   3.64,   6.31,   3.34,   0.17,   2.50
199604,   3.52,   6.20,   6.09,  10.60,  13.07,   5.23,   6.16,   7.28,  -1.01,   2.60
199605,   6.70,   9.91,   5.34,   5.89,  11.51,   5.99,   8.85,   7.35,   0.62,   4.54
199606,  -2.89,  -2.69,  -3.31,   1.03,  -8.35,  -2.68,  -3.20,  -6.51,   2.41,  -0.93
199607,  -8.88,  -6.33,  -8.04,  -4.12, -14.00, -11.12,  -8.98, -14.60,  -3.53,  -5.43
199608,   4.08,   4.22,   3.51,   4.43,   4.74,   5.99,   4.51,   5.40,   3.58,   4.41
199609,   1.67,   2.25,   2.78,   5.36,   4.56,   2.08,   1.19,   4.00,   0.78,   2.77
199610,  -2.25,  -0.41,  -1.33,   8.70,  -5.27,  -7.85,  -4.33,  -7.29,   1.61,  -0.52
199611,   1.57,   1.15,   3.85,   6.82,   2.65,  -2.30,   1.83,   0.85,   2.23,   2.38
199612,  -2.54,   0.06,   1.04,  -0.16,  -2.26,  -5.01,  -2.44,   1.06,   0.51,   0.05
199701,   6.48,   3.99,   7.13,   7.24,   8.92,   6.11,   3.94,   9.37,   0.97,   5.57
199702,   0.98,  -0.30,  -1.76,  -9.08,  -6.55,  -4.16,  -1.11,  -1.39,  -1.16,   1.59
199703,  -4.20,  -3.30,  -3.59,   1.75,  -9.27,  -8.23,  -4.34,  -9.81,  -3.05,  -3.40
199704,  -2.80,  -2.32,  -0.51,  -3.67,  -3.55,  -2.09,  -2.90,  -6.72,  -1.22,  -0.54
199705,   6.43,   6.96,  10.11,   8.61,  14.62,  12.40,   7.29,  10.25,   3.33,   6.23
199706,   3.19,   4.78,   4.57,   3.28,   2.41,   9.05,   4.45,   2.74,   2.57,   5.47
199707,   3.36,   2.03,   6.75,   4.69,   7.03,   5.37,   3.34,   1.28,   2.28,   5.98
199708,   1.39,   2.77,   3.66,   7.74,   7.30,   4.31,   2.67,   2.72,  -0.11,   1.59
199709,   7.46,   6.91,   6.70,  12.59,   9.25,   9.54,   8.12,  11.41,   4.10,   8.58
199710,  -3.86,  -1.10,  -3.39,   0.83,  -5.60,  -0.36,  -1.68,  -2.29,   0.79,  -0.19
199711,  -1.17,  -1.84,  -1.95,  -9.72,  -4.83,  -1.23,  -1.22,  -4.90,   5.13,  -0.20
199712,  -4.08,  -4.59,  -4.50,  -5.07,  -8.14,  -1.33,  -5.65,  -6.76,   8.15,   2.09
199801,  -0.48,   1.96,   1.53,  -6.17,   3.29,   4.65,   1.48,   2.21,  -4.37,   0.83
199802,   7.67,   7.99,   6.47,   2.62,   7.86,   9.34,   6.48,   4.88,   1.61,   5.57
199803,   2.72,   6.11,   3.75,   3.42,   4.60,   7.18,   6.34,   3.77,   4.47,   5.53
199804,   2.28,   4.14,   1.88,   1.50,   4.59,   1.78,   3.65,  -0.58,  -1.94,   3.04
199805,  -2.89,  -1.55,  -4.54,  -7.69,  -8.10,  -5.98,  -2.92,  -4.20,  -1.68,  -3.65
199806,  -3.11,  -3.04,  -5.14,  -6.56,  -2.86,   1.94,  -1.21,  -6.29,   2.38,  -1.66
199807,  -5.16,  -7.11,  -7.07, -14.27,  -7.69,   1.36,  -5.09,  -5.52,  -4.79,  -4.14
199808, -16.96, -19.20, -18.90, -22.90, -23.76, -24.20, -21.33, -24.69,  -1.62, -18.80
199809,  -0.59,   3.66,   0.19,  13.23,   5.90,   5.19,   0.02,   7.68,   7.91,   3.46
199810,   2.03,   4.53,   4.94,   0.80,   6.77,   3.99,   4.67,   4.93,   0.42,   1.04
199811,   6.32,   7.19,   4.73, -11.50,  17.25,  10.62,  14.91,   7.12,   1.36,   4.42
199812,   5.19,   2.15,  -0.97, -10.50,   5.36,   6.57,   4.50,   2.04,   2.20,   1.61
199901,   3.47,   4.31,   4.73,  -0.79,  15.33,  18.07,   6.23,   8.75,  -5.85,   4.46
199902,  -2.76,  -4.31,  -5.32, -10.38,  -7.11,  -6.35,  -4.87,  -7.28,  -4.07,  -2.65
199903,  -5.43,  -3.79,  -3.77,  20.86,  -0.51,   6.94,  -1.86,  -1.90,  -1.41,  -2.13
199904,   6.14,  12.40,  13.12,  14.46,   9.04,  21.08,   7.90,   3.19,   5.60,   7.20
199905,   3.95,   6.50,   2.58,   0.10,   6.96,   2.70,   2.40,   5.95,   6.54,   1.35
199906,   1.61,   4.16,   3.86,   3.56,   7.30,   6.96,   2.94,   3.70,   0.60,   2.11
199907,  -1.46,  -0.23,   0.42,   3.96,   1.87,   2.01,  -1.06,   3.97,   1.97,  -0.04
199908,  -6.08,  -6.58,  -4.32,   1.99,  -0.85,  -2.40,  -7.45,  -1.63,   0.33,  -4.38
199909,  -2.84,  -5.72,  -3.83,  -0.15,   1.87,   1.58,  -2.80,  -1.30,  -2.97,  -3.05
199910,  -0.96,  -3.10,  -3.51,  -6.94,   4.53,   8.79,  -3.15,  -2.67,   1.77,  -0.16
199911,  -0.17,   3.58,   2.80,  -1.85,  28.88,  14.56,   6.92,  13.14,  -2.90,   2.61
199912,   0.27,   3.00,   4.39,   0.49,  25.30,  19.22,   2.28,  15.90,  -2.09,   1.46
200001,   1.55,   3.94,   3.05,   8.11,  12.30,   4.38,   0.64,  23.75,   2.27,  -0.97
