,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
200301,  -3.97,  -5.84,  -6.25,  -8.10,   1.14,  -2.97,  -4.37,  -0.73,  -5.95,  -4.82,  -3.76,  -4.76,  -5.88,  -5.05,  -2.85,  -3.54,  -1.05, -14.24,  -2.40,  -3.56,  -4.40,  -2.09,  -0.96,  -1.47,  -5.13,  -2.32,  -5.13,  -5.94,  -1.80,  -5.12
200302,  -5.11,  -0.95,   1.24,  -2.21,  -5.01,  -2.82,  -3.24,  -2.08,  -4.55,  -4.16,   0.06,   1.89,   1.72,  -0.73,  -6.75,  -9.05,  -6.86,  14.08,   1.28,  -4.53,  -6.63,  -1.50,   3.06,  -1.90,  -3.26,  -3.53,  -0.58,  -4.86,  -3.39,   0.91
200303,  -0.18,   0.66, -21.36,   0.39,  -2.28,   6.44,   5.54,   3.72,   3.08,  -1.50,   0.90,  -3.33,  -1.97,  -3.63,  -3.85,  -5.46,  -3.10,  -3.56,   1.48,   4.03,  -0.75,   0.89,  -2.29,   0.54,   4.32,  -0.59,   5.37,   5.15,   0.02,   5.04
200304,   4.00,   2.18,   2.74,  14.72,   8.07,   3.10,   7.54,   4.29,   9.90,  12.71,   7.44,   9.90,   8.63,  10.70,  18.57,   9.01,   5.73,   2.28,  -0.55,   7.09,  11.00,   8.01,  10.49,   3.12,  10.53,   6.08,   9.69,   9.49,  10.97,  13.69
200305,   5.06,  10.10,  32.46,   6.79,   6.26,   2.71,   3.98,   3.75,   0.45,   3.83,  10.49,  13.08,   6.08,   6.39,   3.32,  10.84,  11.48,  25.02,   7.94,   9.57,   6.29,   5.70,  13.76,   2.41,   4.45,   6.83,   2.49,   8.38,   5.44,  -1.04
200306,   0.49,   0.48,   9.31,   4.97,  -1.60,  -2.60,  -0.53,   4.08,  -1.47,  -2.41,   0.02,   2.09,   2.38,  -0.25,   3.20,   6.41,   7.01,   0.66,  -1.05,   0.46,   1.81,   0.77,   0.24,   0.96,  -0.23,   4.22,   2.70,   6.70,   0.48,   0.28
200307,   0.14,  -1.84, -11.30,  -0.81,  -1.12,   0.42,   3.68,   0.39,   7.85,  13.66,   0.44,   6.89,   9.89,   7.36,   5.89,   4.22,  11.37, -12.55,  -2.59,  -5.45,  -2.33,   2.82,   8.43,   4.75,   1.58,  -1.06,   4.28,   2.30,   4.14,   0.23
200308,  -0.05,  -2.18,   2.53,   4.53,   0.47,   1.13,   4.94,  -3.00,   1.35,   6.32,   5.54,   4.37,   7.58,   6.28,   8.09,   7.57,   8.91,   7.16,   5.68,   1.42,   1.14,   3.47,   8.21,   3.39,   1.35,   3.07,   7.90,   0.81,  -0.66,   3.54
200309,   1.52,  -1.89,   6.42,  -2.95,  -0.17,   2.13,  -1.46,   0.23,  -6.31,  -3.15,  -0.15,  -3.22,  -7.93,  -5.98,  -5.11,  -6.78,   0.16,  -2.45,  -2.23,   3.61,  -5.71,   0.62,  -2.58,  -2.28,  -1.56,   0.40,  -5.86,   1.96,   0.41,  -0.72
200310,   4.01,   5.71,   6.13,   4.58,   7.47,   4.02,  12.23,   0.80,   6.58,   3.40,  10.30,  19.18,  12.65,   9.81,   8.77,  11.05,  13.34,   9.64,   1.48,   1.24,   6.38,   3.14,  13.10,   7.92,   9.21,   4.55,   9.80,   6.90,   6.73,  -0.89
200311,   2.29,   1.91,  11.59,   5.06,   1.87,  -0.93,   3.43,   1.63,   2.54,  -0.85,   3.83,   3.34,   3.92,   7.07,   3.42,  -0.69,   9.85,   1.40,   0.15,   0.48,  -0.68,   0.71,   2.97,   0.66,  -1.35,   4.21,  -0.52,   3.38,   0.82,  -0.03
200312,   1.46,   6.62,   4.34,   5.76,   2.93,   2.21,   0.77,   5.51,   9.26,   1.06,   4.50,  10.60,   3.42,   5.45,  15.28,  10.91,   3.28,  26.37,  13.41,   5.58,   7.48,   4.42,   0.06,   8.79,   1.38,   3.18,  -3.30,  -0.44,   3.94,   7.67
200401,   1.13,  -2.89,   2.05,   0.19,   1.17,   1.84,  -2.01,   3.07,  -1.97,   1.27,  -2.46,   0.03,  -1.59,  -0.43,  -3.50,   2.38, -10.23,  -7.38,   0.29,   1.64,   1.05,   3.89,   4.88,  -3.42,  -3.85,   2.94,  -0.24,   0.58,   3.21,   6.07
200402,   6.12,   2.46,   3.82,   1.39,   0.85,   2.91,   5.39,   0.72,   2.35,  10.57,   6.72,   6.17,   0.42,  -2.94,  -1.75,  -1.06,   5.99,   6.86,   4.05,   1.66,  -0.52,  -3.12,  -2.77,   3.21,   0.25,   2.23,   6.69,   7.19,   2.78,  -2.50
200403,   1.45,  -0.56,  -5.24,   1.37,  -0.20,   1.49,   2.88,  -4.02,  -1.93,  -2.21,   3.43,  -4.56,   1.02,  -0.52,  -1.97,  -4.75,   2.69,   6.87,  -0.11,   0.89,  -2.12,  -1.56,  -2.53,   0.49,  -0.54,   1.97,  -0.23,   0.78,  -0.86,  -4.76
200404,   2.97,   0.38,   1.90,  -2.36,  -0.24,   1.88,  -1.57,   3.48,  -0.66,  -3.71,  -4.60,  -8.72,  -2.64,  -1.80,   3.31,   2.44, -17.68,   2.92,   2.64,  -3.81,  -0.84,  -0.51,  -8.09,   1.23,   0.21,   0.89,  -3.28,  -1.02,  -4.62,  -1.44
200405,  -1.48,   2.15, -12.61,  -0.30,   0.27,   1.42,   0.38,  -0.61,   0.29,  -4.63,   1.92,   5.65,   2.09,   0.72,  -3.28,   0.54,   4.76,   6.42,   0.05,   0.84,  -2.97,   2.05,   6.77,   0.31,   1.77,   0.13,   0.63,  -3.03,   1.45,   3.38
200406,   2.13,  -0.59,   4.59,   3.22,  -2.07,   2.17,   4.22,  -0.61,   5.16,   2.76,   1.57,   9.31,   5.91,   6.66,   5.23,   8.89,   0.16,  13.72,   5.29,   1.74,   0.74,   3.47,   1.22,   5.01,   6.29,   2.57,  -0.36,  -0.62,   0.39,   4.49
200407,  -5.36, -10.04,  -3.76,  -6.61,  -4.39,  -5.48,  -5.22,  -5.96,  -3.35,  -1.78,  -3.70,  -0.21,  -6.27,  -8.88,  -3.86,   0.92,   2.57,  -1.50,   3.34,   0.82,  -1.37,  -6.17, -10.26,  -5.31,  -4.46, -11.37,  -3.50,   2.56,  -2.51,   0.23
200408,  -0.18,   1.75,   3.19,  -1.45,  -0.23,   4.62,  -0.05,   1.44,   2.70,   1.19,   3.87,  -0.50,  -2.47,   0.19,  -3.74,  -0.27,   6.49,  -5.19,  -1.73,   3.23,   1.07,  -2.97,  -5.99,  -0.18,  -1.06,  -2.53,  -0.95,  -2.60,   2.98,  -0.87
200409,  -1.02,  -8.31,  -3.95,   4.62,   1.19,  -2.92,   2.64,  -1.50,   4.07,   3.49,   4.92,   7.79,   5.92,   2.07,   2.03,   0.54,   5.83,   8.71,   8.79,   1.13,   1.33,   4.24,   2.48,  -0.11,   3.10,  -0.16,   2.88,   4.79,  -0.06,   1.59
200410,   3.46,   1.08,   2.84,   2.66,   2.26,  -3.92,   5.07,  -2.47,   0.42,   6.33,   0.61,  -3.90,  -1.04,   2.84,  -4.49,  -2.41,  -1.76,  -0.12,   0.59,   3.99,   3.10,   4.19,   5.51,  -3.31,   6.72,   2.70,   3.28,   2.91,   0.40,   0.66
200411,   3.21,  -1.22,  17.41,   6.89,   2.51,   4.00,   3.99,   0.47,   8.47,   5.00,   6.63,  12.74,   7.64,   7.88,   7.71,   6.44,   3.04,  25.45,   5.92,   4.46,   3.59,   3.74,   5.15,   5.47,   5.28,   8.32,   2.39,   6.78,   4.48,   3.61
200412,   4.78,   4.35,   6.22,   7.66,   0.95,   4.06,   5.49,   5.57,   2.57,   4.23,   6.08,  -1.77,   3.07,   4.16,   4.66,   0.47,  -2.73,  -3.07,  -2.36,   2.22,   4.10,   3.20,   2.98,   3.45,   4.05,   5.88,   2.92,   5.09,   4.00,   3.30
200501,   0.38,  -0.67,   4.36,  -4.69,  -3.43,  -1.55,  -2.56,  -4.15,  -1.48,  -3.32,   3.04,  -0.41,  -5.18,  -1.20,  -8.17,  -1.21,  -2.85,   4.55,   2.98,   1.60,  -4.56,  -5.75,  -6.27,  -3.29,  -6.90,  -2.80,  -1.01,   0.34,  -2.22,  -0.79
200502,  -1.02,   1.34,   3.12,  -0.99,  -0.36,  -0.04,   1.99,   2.22,   8.00,   0.80,   3.66,   9.61,   6.34,   2.03,  -0.70,   3.93,   9.11,  14.04,  19.13,   1.93,  -0.34,  -1.62,   1.72,   2.05,   2.25,   3.07,   0.28,   1.10,  -0.46,  -0.91
200503,  -1.44,  -1.43,  -0.80,  -0.82,  -1.51,  -0.63,  -1.22,  -0.58,  -2.28,  -6.45,  -3.78,  -7.63,  -3.23,  -2.71,  -8.61,   2.35,  -5.56,  -3.62,  -3.48,   0.29,  -0.27,  -2.16,  -2.61,  -0.69,  -0.94,  -1.95,   0.37,   0.27,  -3.54,   0.53
200504,  -0.13,   2.22,  -1.34,  -4.92,  -2.65,  -2.91,  -7.30,   3.91,  -7.48,  -5.98,  -2.01,  -9.93,  -5.49,  -8.05, -11.44,  -0.86, -10.09,  -6.08,  -5.59,   1.92,  -2.38,  -4.55,  -4.29,  -7.92,  -6.12,  -2.67,  -5.71,  -5.88,  -1.09,  -0.74
200505,   2.00,   2.28,   3.18,   4.48,  -1.14,   1.61,   6.59,   1.26,  -0.06,   5.88,   5.68,  -0.04,   5.57,   6.52,   9.85,   4.93,   2.05,  10.18,   1.52,   1.31,   1.53,   5.01,  10.26,   0.27,   4.80,   4.22,   6.54,   8.06,   3.19,   1.29
200506,  -2.32,  -4.37,  -3.44,  -0.91,  -0.36,  -2.61,   5.68,  -0.69,  -1.20,   1.62,   3.65,  -3.14,   0.51,  -2.88,   2.95,   0.12,   5.87,   7.25,   5.71,   5.25,   0.01,  -1.17,  -1.18,  -3.34,  -3.02,   1.36,   2.98,  -2.49,   2.21,  -3.06
200507,   2.27,   1.66,   3.58,   4.08,   2.45,   3.07,   3.29,   3.68,   4.60,   2.81,   9.43,  13.13,  10.32,   6.78,   7.34,   2.42,   4.15,  20.92,   5.74,   2.77,   2.69,   5.34,   6.66,   5.08,   8.17,   5.17,   6.00,   4.47,   1.52,  -0.25
200508,  -2.19,   0.41,   4.54,  -1.02,   0.47,  -1.13,  -4.00,  -0.56,  -6.30,  -2.20,  -2.50,  -1.00,   1.11,  -0.11,  -4.53,  -0.37,   2.48,   8.65,   5.30,   0.86,  -1.28,   0.34,  -1.26,  -3.38,  -3.68,  -1.49,  -6.76,  -4.87,  -1.67,  -2.12
200509,   0.78,   0.09,   3.59,  -1.49,  -3.51,   1.50,  -1.98,  -1.92,  -2.10,  -5.11,   2.68,   2.96,  -0.29,   2.25,  -6.50,   1.51,  13.89,   9.47,   7.17,   4.16,  -1.54,  -0.28,   1.41,  -0.21,   3.90,  -0.13,  -2.21,  -0.29,   1.07,  -0.18
200510,  -3.09,   0.53,   1.70,  -2.69,  -6.99,  -3.65,  -2.31,  -3.34,   2.29,  -4.07,  -8.98,  -4.35,  -4.69,  -4.27,  -6.82,  -4.54,  -6.09,  -9.74, -10.22,  -6.99,  -3.68,   1.19,  -4.42,   0.64,   2.64,  -2.16,   2.18,   0.14,   2.37,   1.04
200511,  -0.48,   1.18,  -2.62,   5.43,   2.89,   3.03,   6.20,   1.30,   3.14,   5.19,   5.45,  12.03,   6.95,   6.44,  -1.51,   4.32,   6.85,   0.55,   0.70,  -0.64,   2.59,   5.27,   7.23,   7.19,   7.31,   4.52,   3.63,   6.22,   4.15,   4.58
200512,  -0.24,  -2.29,   3.07,  -2.75,   0.58,   1.49,  -0.38,   2.35,   0.34,   0.29,  -0.28,   3.52,   0.57,  -0.71,  -1.92,   2.69,   7.43,   1.50,   0.42,   0.97,  -1.82,  -2.25,  -1.50,   1.29,   1.69,   1.00,  -1.16,   0.96,   0.19,  -0.85
200601,   1.59,  -0.74,  -2.45,   4.84,   0.38,   2.35,   2.48,   2.09,   3.21,  -3.06,   9.50,  14.91,  11.49,   6.33,   4.77,   1.90,  16.97,  15.14,  12.46,   2.88,   3.30,   3.07,   4.78,  -2.61,   4.78,   6.84,   0.65,   4.30,   1.07,  -2.18
200602,   1.25,   1.84,  -0.11,   0.21,   1.98,   1.06,   0.16,   0.83,  -0.54,   3.41,  -3.40,  -3.46,  -0.91,   2.80,  -2.74,   4.69,  -9.33,  -8.61,  -8.49,  -0.18,   3.26,  -2.44,   0.55,   0.18,   1.08,   1.51,   1.24,   2.00,   1.40,   0.62
200603,   2.99,  -0.20,  -1.02,   3.66,   0.71,  -0.45,   3.20,  -1.02,   1.04,  -2.64,   2.97,  11.99,   3.07,   4.98,   2.45,   3.66,   6.42,   5.78,   3.91,  -3.95,   1.75,   2.76,   2.99,   3.23,   4.35,   3.85,   2.07,   2.35,   0.45,   5.04
200604,   1.78,   0.97,   3.33,   2.26,  -0.36,   1.11,  -1.16,  -2.04,   2.89,   1.15,  -0.23,   7.66,   5.87,   0.83,  -1.31,   5.13,   7.71,  20.78,   4.18,   1.66,   0.94,  -1.52,  -0.31,   5.58,   0.27,  -3.29,  -1.42,  -0.23,   2.57,  -0.06
200605,   3.00,   3.53,  -0.95,  -1.64,   2.26,  -4.24,  -5.48,  -2.49,  -2.50,   1.37,  -8.88,  -5.05,  -3.75,  -4.59,   2.22,  -1.59, -11.98,  -1.70,  -3.89,   1.10,  -0.23,  -5.99,  -7.44,  -2.94,  -1.87,  -2.21,  -1.58,  -3.73,  -3.80,  -0.30
200606,  -0.42,  -1.29,   1.83,   0.71,   0.15,   0.76,  -0.44,  -0.13,  -1.41,   0.81,  -3.69,   2.71,  -1.01,   1.41,   1.76,  -0.28,   0.81,  -6.09,   3.01,   2.14,   2.82,   0.56,  -3.19,  -3.05,   4.23,  -1.25,   0.40,   1.64,  -0.53,  -2.48
200607,   1.66,   4.45,   9.04,  -7.16,  -1.90,   0.01,  -3.08,   4.05,  -4.33,  -3.13,  -7.47,  -4.16,  -6.01,  -6.00,  -3.87,  -3.29,  -2.66, -12.59,   5.67,   4.70,   2.01,  -2.99,  -4.79,  -5.00, -10.92,  -2.07,  -4.77,  -6.10,   1.24,  -0.17
200608,   2.48,   2.15,   4.31,   2.33,   3.91,   6.70,   4.15,   2.03,   3.57,   1.49,   1.51,  -2.77,  -0.81,   1.05,   2.78,  -0.99,   2.36, -10.53,  -3.41,   1.83,   2.25,   4.34,   9.01,   2.12,  -1.41,   1.53,   2.25,   2.91,   1.18,   3.97
200609,  -0.06,  -0.59,  -7.44,   4.80,   0.99,   1.70,   8.90,   1.52,   2.18,   1.89,  -1.75,  -0.03,   0.08,   3.45,   3.25,   3.73,  -7.16, -15.07,  -3.56,  -2.33,   3.60,   4.19,   2.81,   1.81,   3.94,   1.28,   6.24,   7.16,   3.49,   2.65
200610,   0.16,   0.42,   5.43,   8.72,   5.63,   2.83,   8.04,   1.64,   5.75,   0.26,   4.97,  11.03,   3.01,   5.09,   3.85,   2.95,   8.50,  14.44,   4.88,   5.23,   4.81,   6.08,   2.10,   4.90,   6.24,   4.55,   3.14,   7.66,   1.88,   2.76
200611,   0.95,  -0.84,   3.41,   4.34,   1.50,   0.41,   4.19,  -0.17,   2.56,   3.67,   6.12,   8.67,   4.06,   1.42,   0.71,   4.18,   6.61,   5.81,   8.34,   2.63,   0.59,   2.01,   3.92,   2.33,   1.97,   2.10,  -2.58,   1.09,   0.58,   1.30
200612,   1.35,   2.25,   1.97,   4.26,   1.69,   1.21,   0.00,   0.06,   0.81,  -1.83,  -0.40,  -2.87,  -0.03,  -0.60,   1.02,   0.00,  -3.29, -12.70,  -1.70,   0.52,   4.19,  -0.18,  -1.35,   0.82,  -2.35,  -0.45,   1.59,   2.12,   3.66,   3.69
200701,   1.15,   1.65,   1.29,   6.22,  -0.62,   1.64,   3.01,   3.43,   3.72,   8.13,   2.64,   9.78,   1.23,   3.53,   6.04,   4.04,   7.01,   1.51,  -1.42,   0.39,   2.66,   3.30,   1.12,   1.32,   4.25,   3.92,   3.94,   1.00,   0.21,  -1.33
200702,  -0.65,  -2.73,  -3.51,  -4.62,  -0.23,  -1.49,   1.47,  -3.10,   1.66,   5.04,  -1.08,   2.60,   2.47,  -1.91,   0.64,  -1.90,   6.26,   1.79,  -2.61,   3.70,  -2.79,  -3.31,  -1.23,   1.18,  -0.84,  -0.02,  -0.38,  -1.62,  -2.78,  -2.98
200703,   3.05,   2.00,   3.83,  -0.20,  -1.43,  -0.95,   0.55,  -0.47,   1.80,  -3.83,  -4.34,   6.12,   2.48,  -0.45,   2.47,   0.49,   2.06,   2.38,   5.92,   4.12,   2.25,   1.12,   0.21,   0.99,  -0.29,   2.66,   0.16,   1.09,  -0.48,   1.43
200704,   2.96,   4.78,   2.78,   1.66,   2.82,   3.20,   1.58,   6.71,   1.82,   8.54,   3.95,   3.33,   6.54,   6.06,   5.79,   6.29,   5.31,  14.35,   4.92,   3.83,   1.40,   4.20,   5.05,   5.45,   3.08,   1.33,   2.11,   2.38,   3.50,   2.75
200705,   1.21,   3.32,   2.62,   1.36,   6.21,  -0.98,   4.92,   0.86,   4.79,   9.89,   6.88,  10.37,   5.74,   7.14,   3.69,   5.92,   5.58,  13.20,   6.62,   0.81,   7.26,   4.14,   4.00,   3.95,   4.50,   2.89,   1.85,   3.22,   2.52,   2.14
200706,   0.13,  -2.54,  -1.06,  -1.83,  -2.70,  -3.19,  -0.68,  -3.46,   1.67,  -0.09,  -5.20,  -3.65,   1.54,  -1.40,   5.12,  -1.78,   1.22,  -8.58,   1.09,  -5.04,  -1.93,  -1.31,   2.03,  -0.98,  -2.32,  -1.79,  -1.83,  -4.14,  -3.74,   0.37
200707,  -4.57,  -1.16,  -5.09,  -1.84,  -7.76,  -0.72,  -4.55,  -4.07,  -0.74,  -3.76,  -5.76,  -2.70,   1.19,  -0.11,  -7.90,   3.33,   7.26, -13.81,  -0.85,  -3.81,  -3.42,  -3.06,  -0.06,  -2.30,  -1.24,  -4.92,  -5.63,  -2.01,  -7.73,   0.22
200708,   2.71,   3.33,   4.21,   3.11,  -7.40,   2.38,  -2.83,   1.99,   1.87,  -2.65,  -2.44,  -2.79,   1.12,   0.88,  -1.78,  -1.67,  -4.61,  -1.19,   0.04,   1.42,  -0.89,   1.23,   3.56,  -0.54,  -2.19,   1.75,   1.11,   2.61,   1.31,   2.24
200709,   4.93,   6.35,  -0.23,   9.94,  -1.43,   5.62,   2.15,   3.46,   4.94,  -5.35,  -1.37,   8.37,   4.57,   4.66,   5.91,   7.12,  13.39,  13.59,   7.70,   3.30,   1.98,   3.90,   3.73,   1.46,   0.03,   1.00,  -1.78,   2.93,   1.69,   4.92
200710,   1.56,   4.16,   4.57,  -0.14,   0.77,   0.90,  -1.50,   1.46,   3.24,   5.54,   4.45,   2.41,  -1.23,  -0.32,   0.49,  -1.02,  10.63,  19.18,   2.36,   6.74,  -2.51,   9.43,   3.95,   0.95,   2.51,   2.68,  -0.19,   4.91,  -1.61,   2.85
200711,   0.34,   1.81,   6.64,  -8.79,  -8.60,   3.53,  -8.26,  -0.23,  -4.53,  -6.05,  -9.32,  -5.95,  -2.81,   3.33, -13.66,  -4.16, -11.98,   3.80,  -4.84,  -1.12,  -6.48,  -7.68,  -7.67,  -6.02,  -3.93,  -7.42,  -2.90,  -6.03,  -6.49,  -2.69
200712,   1.59,  -1.22,  -3.08,  -4.16,  -2.00,  -1.32,  -7.51,  -4.06,   4.08,  -6.15,  -0.58,   0.88,   3.12,   0.56,  -3.04,   0.69,  -1.01,  13.80,   7.46,   0.69,  -0.38,   1.66,   0.35,  -0.93,  -3.32,  -0.62,  -3.18,  -4.57,  -4.37,  -1.88
200801,  -7.05,  -7.88,  -0.45,  -9.61,  -7.05,  -8.90,   0.04,  -4.69,  -5.79,   1.37,  -2.33, -10.96,  -9.97, -10.82,  -4.71,  -6.45,  -6.04,  -3.19,  -9.27,  -7.06,  -8.17,  -9.28, -14.18,  -4.34,   2.27,  -4.29,   1.54,  -6.44,  -1.35,  -4.10
200802,   2.86,   1.05,  -2.69,  -6.07,  -9.62,   0.03,  -4.70,  -1.23,   3.96,  -1.82,  -6.05,   6.61,   3.23,  -1.48,  -7.11,  -2.71,   9.61,   8.59,   6.47,  -3.41,  -3.93,  -5.72,  -1.87,  -3.71,  -4.14,  -2.23,  -5.89,  -0.75, -11.02,  -2.64
200803,   0.43,   3.25,  -1.19,  -2.27,  -5.56,   3.49,   3.11,  -1.84,  -2.05,  -0.85,   2.34,  -0.68,  -0.49,   0.29,  -3.92,  -3.56,  -7.12,  -7.67,  -2.82,   0.57,  -0.12,   0.31,   0.32,  -0.70,   2.59,  -2.25,   2.31,   2.97,  -4.24,   3.55
200804,   2.78,  -2.71,  -9.48,  -0.91,   2.21,  -3.94,   2.58,   0.34,   9.40,   8.19,   3.80,   7.25,   9.38,   2.62,  13.79,   8.89,  10.01,  21.06,  10.34,   6.29,   4.22,   6.28,   6.79,  -0.73,   6.18,   1.04,   5.62,   4.60,   5.34,  -5.33
200805,   2.02,   1.34,  10.07,  -0.63,   0.88,   0.00,   3.52,   1.28,   2.97,  -2.31,   4.09,   8.46,   5.76,  11.02,  -3.30,  -0.32,   3.65,  23.50,   3.21,   3.17,   4.66,   4.35,   6.09,   1.83,   3.95,   6.92,   0.21,  -1.27,  -4.47,  -1.59
200806,  -8.44,  -5.53,  -8.01, -19.60, -11.58,  -8.01, -12.68,  -3.08,  -4.73, -15.14, -11.72,  -7.47,  -6.35, -12.08, -22.90, -16.50,   0.11,  21.13,   1.93,  -0.65, -10.93,  -7.70,  -9.77, -13.52,  -9.86,  -7.36,  -8.24, -10.28, -17.82, -11.55
200807,   2.80,   2.60,   3.59,   0.04,  -5.70,   7.43,  -3.80,   6.62,  -0.61, -10.41,  -1.80, -11.70,  -5.14,  -0.27,  -3.87,   1.03, -13.46, -22.94, -15.35,  -7.26,  -3.68,  -1.04,   0.30,   4.21,   5.32,   1.20,   0.70,   1.47,   6.94,   0.96
200808,  -0.64,   1.08,   3.24,   3.70,   3.46,   5.88,   8.75,   1.51,  -2.99,  14.43,   4.14,  -7.06,   0.17,  -1.89,  -0.04,   3.23,  -6.31,  -6.27,  -0.02,  -0.85,   3.90,   1.78,   2.81,   2.67,   1.35,   3.08,   5.95,   3.60,  -0.21,   1.48
200809,  -3.98,   1.34,  -7.10, -14.72, -13.76,  -0.47,  -1.17,  -6.03, -18.76,  -5.34, -11.32, -31.17, -21.18, -15.77, -10.80, -14.94, -25.77, -38.06, -10.94, -12.18, -12.69,  -8.41, -15.84,  -6.38,  -9.82, -10.18,  -5.27,  -4.77,  -4.63,  -3.35
200810, -11.19, -14.70,  -6.55, -30.30, -26.21, -13.85, -21.98, -11.13, -21.11, -28.09, -29.43, -32.45, -29.92, -24.83, -36.58, -15.64, -34.76, -29.31, -16.36, -11.28, -16.13, -18.89, -17.81, -18.53, -11.52, -21.21, -14.63, -12.64, -20.41, -18.53
200811,  -8.78,   3.40,  -7.43, -21.20, -13.10,  -2.54, -14.34,  -7.71, -16.70, -27.96,  -3.40, -12.58,  -8.34,  -0.94,  -6.47, -12.64,   1.53, -29.45,   0.63,   0.69,  -1.66,  -9.33, -11.79,  -5.16, -10.72, -11.71,  -7.67,  -6.89, -14.60, -10.37
200812,   1.00,  -2.00,  -0.06,   8.34,  -1.59,  -2.12,   3.21,   6.56,  -2.84,  12.71,   4.53,  15.94,   2.77,   5.44,  -3.16,   7.92,  14.27,  -4.36,  -2.45,  -2.37,   3.24,   2.49,   1.72,  -5.71,  -1.65,   6.16,   3.29,  10.95,   1.21,  -3.64
200901,   0.21,  -7.40,  -7.11, -12.96, -13.49, -11.33, -11.81,  -2.26,  -6.54, -25.21, -14.06, -16.71, -10.01, -11.97, -10.04,  -4.49,  -8.84,   2.13,  -3.65,  -1.00, -10.95,  -3.51,  -3.11, -10.00, -15.62,  -1.44,  -8.71,  -7.83, -21.45, -14.09
200902,  -8.60,  -4.75,  -8.67, -15.46, -14.52, -11.12,  -8.62, -10.33,  -8.67, -28.67, -14.88, -19.70, -13.05, -15.88, -10.62, -19.27,   0.86,  -5.21, -13.12, -13.16,  -7.01,  -4.31,  -7.04, -13.24, -12.59,  -8.85,  -1.31,  -7.95, -15.63, -19.78
200903,   3.45,   6.11,   5.70,   7.43,   6.80,   0.48,  15.20,   6.94,  15.95,  29.62,  12.69,  11.83,  11.36,   7.53,  11.99,   5.07,  15.24,   0.23,   3.96,   2.42,   5.45,   9.45,  13.03,   7.15,   8.22,   3.98,  11.02,   9.05,  14.52,  10.47
200904,   5.55,  -1.45,   2.22,  36.22,  32.66,   7.92,  21.64,  -1.05,  18.95,  59.18,  23.94,  25.83,  19.57,  22.81,  49.15,  16.98,   3.95,  14.76,   4.27,   1.88,   8.88,   9.87,  14.24,  21.39,  15.24,  14.89,   9.33,   9.04,  16.94,  16.03
200905,   4.53,   9.46,  12.50,   7.11,   0.83,   4.47,   3.01,   5.86,   6.60,  -7.07,  -2.11,   9.42,   4.20,  -2.02,  -3.54,   8.43,  17.57,  34.99,   9.28,   4.05,   0.97,   2.91,   2.00,   3.44,   2.42,   4.80,  -3.19,   5.73,   9.89,   3.45
200906,  -0.23,   0.81,  -0.20,  -4.29,  -2.81,   0.64,  -3.48,   3.49,  -7.08,  -7.83,  -1.79,   3.10,  -2.68,   1.38,   5.27,  -3.65,  -8.54, -12.11,  -4.60,   4.24,   1.57,   4.56,   4.52,   3.42,   0.44,  -0.93,  -0.09,  -3.55,  -1.95,  -5.30
200907,   7.81,   3.71,   7.46,  14.44,  16.20,   9.57,  11.91,   5.36,  16.98,  36.16,  14.06,   3.72,  14.68,  12.70,  16.24,   5.63,  13.09,  15.47,   4.95,   4.22,   4.82,   5.17,  10.36,  15.10,  10.91,   9.03,   7.16,   2.24,   8.57,   9.15
200908,   0.48,  -0.75,   0.22,   9.48,   8.57,  -0.85,   3.44,   1.91,   1.51,   1.64,   6.09,   3.56,   1.67,   1.78,   1.65,  10.48,   3.16,   1.17,   0.37,  -0.34,   0.66,   2.24,   2.03,   3.94,   3.10,   4.56,   3.64,   2.71,   9.90,   3.38
200909,   0.70,   6.94,   3.19,  10.39,   0.98,   6.38,  12.09,   2.25,   6.58,   1.10,  -0.89,   6.18,   8.57,   7.41,   2.57,   5.70,   9.94,  16.25,   4.70,   1.94,   6.40,   4.72,   5.56,   2.44,   3.51,   3.91,   2.03,   3.55,   1.25,   7.39
200910,  -1.94,   0.98,  -0.28,  -9.68,  -1.74,   0.08,  -2.67,  -3.80,  -4.06,  -6.63,  -6.95, -12.15,  -0.29,  -5.82,  -2.71,  -4.63,   1.39,  -0.02,   2.42,  -2.88,  -4.12,   0.39,  -3.92,  -1.40,  -5.35,  -2.93,   0.79,  -3.00,  -5.00,  -7.07
200911,   4.02,   4.86,   2.06,   6.71,   2.93,   7.17,   1.68,   7.91,   9.17,   3.01,   0.37,   7.42,   5.72,   5.37,  10.93,   8.68,  14.76,  10.40,   2.67,   3.99,   6.36,   5.22,   4.21,   7.39,  10.84,   4.37,   4.51,   7.31,   4.21,   6.64
200912,   2.87,  -1.01,   1.96,   0.12,  15.27,  -2.00,   4.26,   2.32,   1.79,  10.96,   6.55,  15.44,   3.70,   5.19,   6.36,   3.57,  -4.39,   7.28,  -0.81,   5.56,   6.27,   5.42,   6.58,   4.04,   4.49,   4.82,   1.11,   2.63,   0.18,  -2.18
